lat,lon,depth,geometry
45.14453,12.371094,-17.583166,POINT (45.14453125 12.37109375)
45.14453,12.378906,-19.944067,POINT (45.14453125 12.37890625)
45.14453,12.386719,-21.274902,POINT (45.14453125 12.38671875)
45.14453,12.394531,-22.242844,POINT (45.14453125 12.39453125)
45.14453,12.402344,-23.220188,POINT (45.14453125 12.40234375)
45.14453,12.410156,-23.893772,POINT (45.14453125 12.41015625)
45.14453,12.417969,-24.343742,POINT (45.14453125 12.41796875)
45.14453,12.425781,-24.423908,POINT (45.14453125 12.42578125)
45.14453,12.433594,-24.043844,POINT (45.14453125 12.43359375)
45.14453,12.441406,-22.901428,POINT (45.14453125 12.44140625)
45.14453,12.449219,-21.937603,POINT (45.14453125 12.44921875)
45.14453,12.457031,-22.258303,POINT (45.14453125 12.45703125)
45.14453,12.464844,-23.972918,POINT (45.14453125 12.46484375)
45.14453,12.472656,-25.124763,POINT (45.14453125 12.47265625)
45.14453,12.480469,-25.940826,POINT (45.14453125 12.48046875)
45.14453,12.488281,-26.003214,POINT (45.14453125 12.48828125)
45.14453,12.496094,-25.892994,POINT (45.14453125 12.49609375)
45.14453,12.503906,-25.61799,POINT (45.14453125 12.50390625)
45.14453,12.511719,-25.333874,POINT (45.14453125 12.51171875)
45.14453,12.519531,-25.218544,POINT (45.14453125 12.51953125)
45.14453,12.527344,-25.26754,POINT (45.14453125 12.52734375)
45.14453,12.535156,-25.378313,POINT (45.14453125 12.53515625)
45.14453,12.542969,-25.481398,POINT (45.14453125 12.54296875)
45.14453,12.550781,-25.557652,POINT (45.14453125 12.55078125)
45.14453,12.558594,-25.62163,POINT (45.14453125 12.55859375)
45.14453,12.566406,-25.79204,POINT (45.14453125 12.56640625)
45.14453,12.574219,-26.097057,POINT (45.14453125 12.57421875)
45.14453,12.582031,-26.403193,POINT (45.14453125 12.58203125)
45.14453,12.589844,-26.686556,POINT (45.14453125 12.58984375)
45.14453,12.597656,-27.05693,POINT (45.14453125 12.59765625)
45.14453,12.605469,-27.452494,POINT (45.14453125 12.60546875)
45.14453,12.613281,-27.630283,POINT (45.14453125 12.61328125)
45.14453,12.621094,-27.619831,POINT (45.14453125 12.62109375)
45.14453,12.628906,-27.662643,POINT (45.14453125 12.62890625)
45.14453,12.636719,-27.763647,POINT (45.14453125 12.63671875)
45.14453,12.644531,-27.851118,POINT (45.14453125 12.64453125)
45.14453,12.652344,-27.94419,POINT (45.14453125 12.65234375)
45.14453,12.660156,-28.091064,POINT (45.14453125 12.66015625)
45.14453,12.667969,-28.259691,POINT (45.14453125 12.66796875)
45.14453,12.675781,-28.414225,POINT (45.14453125 12.67578125)
45.14453,12.683594,-28.537415,POINT (45.14453125 12.68359375)
45.14453,12.691406,-28.62542,POINT (45.14453125 12.69140625)
45.152344,12.222656,0.0,POINT (45.15234375 12.22265625)
45.152344,12.230469,0.0,POINT (45.15234375 12.23046875)
45.152344,12.238281,0.0,POINT (45.15234375 12.23828125)
45.152344,12.246094,0.0,POINT (45.15234375 12.24609375)
45.152344,12.253906,0.0,POINT (45.15234375 12.25390625)
45.152344,12.261719,0.0,POINT (45.15234375 12.26171875)
45.152344,12.269531,0.0,POINT (45.15234375 12.26953125)
45.152344,12.277344,0.0,POINT (45.15234375 12.27734375)
45.152344,12.285156,0.0,POINT (45.15234375 12.28515625)
45.152344,12.292969,0.0,POINT (45.15234375 12.29296875)
45.152344,12.300781,0.0,POINT (45.15234375 12.30078125)
45.152344,12.308594,0.0,POINT (45.15234375 12.30859375)
45.152344,12.316406,0.0,POINT (45.15234375 12.31640625)
45.152344,12.324219,0.0,POINT (45.15234375 12.32421875)
45.152344,12.332031,0.0,POINT (45.15234375 12.33203125)
45.152344,12.339844,-1.6041867,POINT (45.15234375 12.33984375)
45.152344,12.347656,-6.2613134,POINT (45.15234375 12.34765625)
45.152344,12.355469,-11.193123,POINT (45.15234375 12.35546875)
45.152344,12.363281,-15.065933,POINT (45.15234375 12.36328125)
45.152344,12.371094,-18.19934,POINT (45.15234375 12.37109375)
45.152344,12.378906,-20.267298,POINT (45.15234375 12.37890625)
45.152344,12.386719,-21.30232,POINT (45.15234375 12.38671875)
45.152344,12.394531,-22.092295,POINT (45.15234375 12.39453125)
45.152344,12.402344,-23.048864,POINT (45.15234375 12.40234375)
45.152344,12.410156,-23.83899,POINT (45.15234375 12.41015625)
45.152344,12.417969,-24.376427,POINT (45.15234375 12.41796875)
45.152344,12.425781,-24.673058,POINT (45.15234375 12.42578125)
45.152344,12.433594,-24.672344,POINT (45.15234375 12.43359375)
45.152344,12.441406,-24.19119,POINT (45.15234375 12.44140625)
45.152344,12.449219,-22.914743,POINT (45.15234375 12.44921875)
45.152344,12.457031,-22.276655,POINT (45.15234375 12.45703125)
45.152344,12.464844,-22.852448,POINT (45.15234375 12.46484375)
45.152344,12.472656,-24.156794,POINT (45.15234375 12.47265625)
45.152344,12.480469,-25.123552,POINT (45.15234375 12.48046875)
45.152344,12.488281,-25.904732,POINT (45.15234375 12.48828125)
45.152344,12.496094,-25.99215,POINT (45.15234375 12.49609375)
45.152344,12.503906,-25.489557,POINT (45.15234375 12.50390625)
45.152344,12.511719,-25.048437,POINT (45.15234375 12.51171875)
45.152344,12.519531,-24.934559,POINT (45.15234375 12.51953125)
45.152344,12.527344,-25.006832,POINT (45.15234375 12.52734375)
45.152344,12.535156,-25.073362,POINT (45.15234375 12.53515625)
45.152344,12.542969,-25.125355,POINT (45.15234375 12.54296875)
45.152344,12.550781,-25.21259,POINT (45.15234375 12.55078125)
45.152344,12.558594,-25.256504,POINT (45.15234375 12.55859375)
45.152344,12.566406,-25.35688,POINT (45.15234375 12.56640625)
45.152344,12.574219,-25.542849,POINT (45.15234375 12.57421875)
45.152344,12.582031,-25.754852,POINT (45.15234375 12.58203125)
45.152344,12.589844,-25.895506,POINT (45.15234375 12.58984375)
45.152344,12.597656,-26.091211,POINT (45.15234375 12.59765625)
45.152344,12.605469,-26.448183,POINT (45.15234375 12.60546875)
